?rank,rid,costMoney,level,vip,nickname,clubName,combat,topHeroesCombat,online,lastOfflineTime,groupId
553, 420938_1006, 6, 25, 1, 丨火神, 0, 10343, 13293, 0, 2019-11-26 11:45:22, Group_3
554, 421816_1006, 6, 34, 1, 困倦之小妞, 八神战队, 24541, 33825, 0, 2019-12-01 12:59:13, Group_2
555, 421882_1006, 6, 24, 1, 雅灭蝶, 0, 10651, 12727, 0, 2019-11-26 19:32:21, Group_1
556, 421818_1006, 6, 22, 1, 幽暗, 0, 8953, 9819, 0, 2019-11-26 19:51:50, Group_1
557, 421831_1006, 6, 21, 1, 无情X, 千鹤乱舞, 8615, 8960, 0, 2019-11-26 13:00:52, Group_1
558, 421980_1006, 6, 22, 1, 楠烟, 0, 7766, 8323, 0, 2019-11-26 19:34:27, Group_1
559, 422009_1006, 6, 32, 1, 丨火男, 八神战队, 12496, 15907, 0, 2019-12-01 22:39:20, Group_2
560, 421863_1006, 6, 34, 1, 崇高丨帅锅, 烈焰, 22240, 30054, 0, 2019-12-04 02:40:03, Group_2
561, 408570_1006, 6, 23, 1, 杰出之豆包, 0, 8827, 10509, 0, 2019-11-26 21:05:35, Group_1
562, 379756_1006, 6, 12, 1, 高贵X恐龙, 0, 2249, 2436, 0, 2019-11-26 08:17:45, 
563, 369003_1006, 6, 41, 2, 低调丨凌凌漆, killer, 40090, 55532, 0, 2019-12-03 19:17:35, Group_3
564, 309832_1006, 6, 35, 1, 进击X小伙伴, 汇编成册不会, 30113, 42145, 0, 2019-11-30 08:56:28, Group_3
565, 422626_1006, 6, 41, 2, 倒霉灬双子座, 祖师殿, 39922, 59217, 0, 2019-12-03 21:27:32, Group_2
566, 406295_1006, 6, 23, 1, 头痛丨熊猫, 八神战队, 10116, 10812, 0, 2019-11-26 10:49:53, Group_2
567, 420989_1006, 6, 26, 1, 气愤X白风, 0, 13087, 15086, 0, 2019-11-26 18:32:38, Group_1
568, 422587_1006, 6, 15, 1, 酱油之德古拉, 0, 4505, 4478, 0, 2019-11-26 11:31:35, 
569, 422882_1006, 6, 40, 2, 荣荣的哈士奇, 名人堂, 37009, 51468, 0, 2019-12-03 21:32:28, Group_1
570, 393148_1006, 6, 32, 1, 白nana, 汇编成册不会, 20857, 25402, 0, 2019-11-29 10:56:47, Group_3
571, 423503_1006, 6, 30, 1, 冷酷_, 汇编成册不会, 15852, 19240, 0, 2019-11-28 11:54:44, Group_3
572, 423669_1006, 6, 24, 1, 桑心丶手抓饼, 八神庵, 11337, 12728, 0, 2019-11-26 13:58:54, Group_3
573, 422667_1006, 6, 16, 1, 小拳头, 0, 5256, 5614, 0, 2019-11-26 09:24:54, 
574, 423699_1006, 6, 29, 1, 头痛丨冰女, 鬼族, 13096, 17121, 0, 2019-11-28 09:00:51, Group_4
575, 423564_1006, 6, 26, 1, 装酷_, 撕裂, 11756, 14354, 0, 2019-11-27 06:13:14, Group_3
576, 423739_1006, 6, 21, 1, 卖萌的八酱, 千鹤乱舞, 9278, 9944, 0, 2019-11-26 11:27:05, Group_1
577, 398300_1006, 6, 40, 2, Joker, 水火不容, 35722, 51495, 0, 2019-12-03 21:11:45, Group_4
578, 423862_1006, 6, 14, 1, 阴暗之风神, 0, 3775, 4728, 0, 2019-11-27 20:14:41, 
579, 423483_1006, 6, 34, 1, 遗忘战神, 哦啊, 18094, 27817, 0, 2019-12-03 00:48:23, Group_2
580, 387779_1006, 6, 24, 1, 伶俐灬小明, 哦啊, 12478, 13279, 0, 2019-11-26 15:27:11, Group_2
581, 423846_1006, 6, 17, 1, 冷漠之白风, 哦啊, 5129, 5098, 0, 2019-11-26 09:24:27, Group_2
582, 416646_1006, 6, 25, 1, 动人丶小鬼, 强撸, 12088, 13212, 0, 2019-11-26 18:14:20, Group_4
583, 424079_1006, 6, 16, 1, 强大的魔蝎座, 0, 3875, 4302, 0, 2019-11-26 09:07:36, 
584, 424528_1006, 6, 10, 1, 无趣X午夜党, 0, 1546, 1930, 0, 2019-11-30 13:00:46, 
585, 424433_1006, 6, 15, 1, 嘛哈嘛哈, 0, 5687, 7613, 0, 2019-12-01 16:22:02, 
586, 409611_1006, 6, 27, 1, 大蛇?, 0, 13710, 16166, 0, 2019-11-27 11:55:42, Group_3
587, 424354_1006, 6, 27, 1, 婲呆, 哦啊, 13709, 16951, 0, 2019-11-27 11:11:58, Group_2
588, 423425_1006, 6, 28, 1, 无双X萧风, 千鹤乱舞, 11964, 14401, 0, 2019-11-29 22:40:05, Group_1
589, 422733_1006, 6, 13, 1, 文艺之乐乐, 0, 4659, 5670, 0, 2019-11-28 20:03:10, 
590, 424562_1006, 6, 21, 1, 敌羞吾脱她铱, 撕裂, 8310, 8684, 0, 2019-11-26 19:15:06, Group_3
591, 398592_1006, 6, 22, 1, 勿忘心安, 0, 8422, 9536, 0, 2019-11-26 12:54:19, Group_3
592, 384563_1006, 6, 27, 1, 悲观X金刚, 汇编成册不会, 13359, 16306, 0, 2019-11-27 14:26:13, Group_3
593, 424991_1006, 6, 24, 1, 怪僻大蛇, 04, 10683, 11641, 0, 2019-11-26 18:33:09, Group_2
594, 423510_1006, 6, 32, 1, 星辰, 哦啊, 19881, 25749, 0, 2019-11-29 21:18:09, Group_2
595, 414832_1006, 6, 41, 2, 油腻的校长, 水火不容, 38354, 55954, 0, 2019-12-04 00:05:44, Group_4
596, 425382_1006, 6, 28, 1, 论道丶蟹黄包, 5, 13350, 17660, 0, 2019-11-27 08:50:03, Group_4
597, 425057_1006, 6, 25, 1, 怪僻的然然, 强撸, 13874, 16711, 0, 2019-11-27 07:16:41, Group_4
598, 365708_1006, 6, 10, 1, 小鬼, 0, 2508, 2492, 0, 2019-11-26 10:21:22, 
599, 424651_1006, 6, 38, 1, 高桥蟹介, 玉天宗, 35687, 49333, 0, 2019-12-03 13:18:42, Group_2
600, 423439_1006, 6, 31, 1, _栗子, 六芒星, 13470, 16539, 0, 2019-11-29 19:49:04, Group_3
601, 423894_1006, 6, 35, 1, 关哲楠, 汇编成册不会, 21869, 33228, 0, 2019-12-01 08:25:05, Group_3
602, 424998_1006, 6, 16, 1, 火暴大菠萝, 0, 5976, 6372, 0, 2019-11-26 10:25:12, 
603, 425336_1006, 6, 23, 1, 旺盛X草仙, 0, 9647, 10742, 0, 2019-11-26 11:39:39, Group_2
604, 247377_1006, 6, 24, 1, seven, 乐神, 12648, 15566, 0, 2019-11-26 15:25:07, Group_1
605, 423904_1006, 6, 39, 1, 傲慢_小伙伴, 撕裂, 30770, 48491, 0, 2019-12-03 17:35:46, Group_3
606, 425632_1006, 6, 31, 1, 头痛_小猴子, 强撸, 17670, 22683, 0, 2019-11-30 13:03:54, Group_4
607, 423611_1006, 6, 24, 1, 湿淋淋X凹凸曼, 0, 11478, 13632, 0, 2019-11-26 12:39:34, Group_3
608, 426171_1006, 6, 40, 2, 灬小鬼, 天神主宰、, 34687, 52476, 0, 2019-12-03 13:16:10, Group_1
609, 426090_1006, 6, 36, 1, 書生徒, 八神战队, 21846, 35889, 0, 2019-12-03 08:42:54, Group_2
610, 426201_1006, 6, 25, 1, 低调丨小羚, 0, 11479, 13808, 0, 2019-11-27 05:55:55, Group_3
611, 404684_1006, 6, 31, 1, 残忍之火神, 0, 17472, 22981, 0, 2019-11-28 23:22:43, Group_1
612, 318964_1006, 6, 26, 1, 潜水的铁拳, 0, 10633, 13283, 0, 2019-11-27 10:14:32, Group_3
613, 424476_1006, 6, 29, 1, 抓狂X小帅哥, 八神庵, 17640, 21542, 0, 2019-11-27 09:00:24, Group_3
614, 425807_1006, 6, 30, 1, 毕晕套, 0, 16663, 20299, 0, 2019-11-28 14:36:14, Group_2
615, 426134_1006, 6, 31, 1, 狂妄灬, *坤, 11481, 16956, 0, 2019-12-03 09:08:21, Group_4
616, 424809_1006, 6, 32, 1, 嗷嗷, 来吧！, 15405, 18159, 0, 2019-12-02 13:41:36, Group_3
617, 426639_1006, 6, 33, 1, 冷陌鸿, 烈焰, 16814, 20623, 0, 2019-12-03 22:38:32, Group_2
618, 426783_1006, 6, 41, 2, 冰癢雪殇, 狼王兄弟军团, 36119, 48808, 0, 2019-12-03 18:24:28, Group_3
619, 218400_1006, 6, 26, 1, 叶子, 0, 10534, 12523, 0, 2019-11-27 07:52:26, Group_1
620, 426541_1006, 6, 31, 1, 澜笑, 0, 17999, 21848, 0, 2019-11-29 03:52:01, Group_4
621, 426494_1006, 6, 27, 1, 勇气之运动员, 不知火舞, 13819, 17700, 0, 2019-11-27 17:45:25, Group_2
622, 415878_1006, 6, 25, 1, 卖萌X哈密瓜, 撕裂, 12285, 14881, 0, 2019-11-27 00:04:25, Group_3
623, 406530_1006, 6, 21, 1, 疯狂_图图, 0, 5684, 7205, 0, 2019-11-27 11:12:37, Group_3
624, 426937_1006, 6, 27, 1, 国民老公, 0, 11465, 13860, 0, 2019-11-27 13:38:14, Group_1
625, 427118_1006, 6, 26, 1, 劉溢格, 白竹, 10198, 12234, 0, 2019-11-28 00:59:52, Group_3
626, 426997_1006, 6, 33, 1, 快活_欢子, 不知火舞, 15159, 20089, 0, 2019-11-30 10:29:06, Group_2
627, 426230_1006, 6, 35, 1, 崇高丶小萝莉, 魔门, 20002, 31312, 0, 2019-12-02 20:48:29, Group_4
628, 424421_1006, 6, 22, 1, 无聊之射手座, 强撸, 8610, 10036, 0, 2019-11-26 12:32:20, Group_4
629, 427418_1006, 6, 25, 1, 丶肌肉男, 0, 9452, 12227, 0, 2019-11-27 12:03:14, Group_2
630, 427640_1006, 6, 8, 1, 逍遥的天才, 0, 2287, 2272, 0, 2019-11-26 10:48:17, 
631, 426784_1006, 6, 25, 1, 无聊灬璨璨, 0, 10494, 12184, 0, 2019-11-28 00:59:51, Group_4
632, 427556_1006, 6, 23, 1, 幽默丨咖啡, 0, 9937, 11546, 0, 2019-11-27 01:20:58, Group_2
633, 425384_1006, 6, 26, 1, 毒辣灬晗晗, 强撸, 10869, 14586, 0, 2019-11-28 07:17:41, Group_4
634, 426843_1006, 6, 30, 1, 肚肚吖, 温文儒雅, 12619, 16406, 0, 2019-12-01 09:05:47, Group_3
635, 427686_1006, 6, 24, 1, 狡猾X怪兽, 洗洗睡, 11609, 14457, 0, 2019-11-27 02:21:06, Group_2
636, 428068_1006, 6, 25, 1, 完美丨小成, 1, 12515, 14334, 0, 2019-11-26 21:41:19, Group_4
637, 428161_1006, 6, 39, 2, 你的骑士pig, RAT, 32881, 45004, 0, 2019-12-03 15:51:45, Group_1
638, 411780_1006, 6, 28, 1, kimi, 天神主宰、, 13466, 16512, 0, 2019-11-27 12:42:41, Group_1
639, 428128_1006, 6, 14, 1, 残念的怪兽, 0, 3586, 3787, 0, 2019-11-26 12:55:45, 
640, 407829_1006, 6, 22, 1, 恋战丶, 南风, 9133, 10761, 0, 2019-11-26 13:44:57, Group_2
641, 365176_1006, 6, 24, 1, 养眼X御姐, 天神主宰、, 10679, 11623, 0, 2019-11-26 17:12:50, Group_1
642, 428442_1006, 6, 36, 1, 大娃娃, 小乐乐, 20738, 29698, 0, 2019-12-03 22:17:14, Group_1
643, 424519_1006, 6, 17, 1, 丨小黄瓜, 了哦哦, 4692, 5477, 0, 2019-11-26 13:33:53, Group_3
644, 424416_1006, 6, 28, 1, 恐怖丶金牛座, 撕裂, 14806, 20720, 0, 2019-11-27 10:10:54, Group_3
645, 424939_1006, 6, 32, 1, 不死原梅子, 神話, 13602, 16256, 0, 2019-12-02 16:47:09, Group_2
646, 382665_1006, 6, 36, 1, 蹲在坟头吓鬼, 强撸, 18313, 28602, 0, 2019-12-02 10:29:54, Group_4
647, 427549_1006, 6, 22, 1, 使徒玉, 0, 8834, 9815, 0, 2019-11-26 11:36:26, Group_4
648, 428071_1006, 6, 37, 1, 阔绰丨蜀黍, 天神主宰、, 27241, 39911, 0, 2019-12-03 18:34:56, Group_1
649, 428248_1006, 6, 31, 1, 南卡火神, 大蛇无双, 14191, 18364, 0, 2019-11-30 11:41:53, Group_2
650, 428979_1006, 6, 34, 1, 六歲少年, 0, 16158, 22195, 0, 2019-12-03 10:08:42, Group_4
651, 428585_1006, 6, 40, 2, 帝姬, 八神超玩会, 39442, 49803, 0, 2019-12-03 19:43:57, Group_3
652, 428940_1006, 6, 27, 1, 精明X复读机, 0, 11652, 14090, 0, 2019-11-27 06:50:13, Group_3
653, 428760_1006, 6, 27, 1, 丨雷雷, RAT, 11078, 12900, 0, 2019-11-27 09:29:02, Group_1
654, 429036_1006, 6, 6, 1, 火星灬小盆友, 0, 1365, 1365, 0, 2019-11-26 11:14:45, 
655, 428595_1006, 6, 25, 1, 狂野丶耳朵, 洗洗睡, 11030, 12686, 0, 2019-11-27 22:02:41, Group_2
656, 429310_1006, 6, 38, 2, 优美的总裁, 不知火舞, 34708, 47419, 0, 2019-12-03 12:54:55, Group_2
657, 427224_1006, 6, 33, 1, 云中漫步, 1, 16466, 21596, 0, 2019-12-03 00:57:48, Group_4
658, 429290_1006, 6, 24, 1, 凶狠之小元, 0, 10844, 11773, 0, 2019-11-26 18:06:48, Group_3
659, 429432_1006, 6, 35, 1, 我艹这年轻人, 0, 23583, 33883, 0, 2019-12-03 21:40:53, Group_2
660, 391068_1006, 6, 26, 1, 小丑, 洗洗睡, 14335, 19094, 0, 2019-11-27 13:55:52, Group_2
661, 429520_1006, 6, 29, 1, 幼稚灬香肠, 0, 11354, 14146, 0, 2019-11-29 09:27:57, Group_4
662, 426644_1006, 6, 32, 1, 彪悍的洛神, 不知火舞, 12924, 16900, 0, 2019-11-30 13:53:27, Group_2
663, 429624_1006, 6, 23, 1, 生涩_红帽, 1, 8712, 9488, 0, 2019-11-26 18:45:08, Group_4
664, 428779_1006, 6, 22, 1, 丨狼女, 0, 8814, 9089, 0, 2019-11-26 12:49:09, Group_4
665, 428116_1006, 6, 35, 1, 装酷_蜀黍, 白竹, 21597, 29955, 0, 2019-12-02 07:33:11, Group_3
666, 429599_1006, 6, 18, 1, X野人, uuu, 6500, 6853, 0, 2019-11-26 12:26:08, Group_3
667, 429528_1006, 6, 24, 1, 诙谐_吃货, 0, 11869, 13235, 0, 2019-11-26 19:50:03, Group_1
668, 379586_1006, 6, 27, 1, 颓废丨小胖墩, 祖师殿, 11684, 13930, 0, 2019-11-27 09:13:07, Group_2
669, 425509_1006, 6, 40, 1, 魁梧X海盗, 南风, 33855, 47684, 0, 2019-12-03 22:58:15, Group_2
670, 427975_1006, 6, 39, 1, 忠厚丶太阳, 鬼族, 33826, 49994, 0, 2019-12-02 12:58:33, Group_4
671, 394234_1006, 6, 39, 2, 阔气丶王子, RAT, 33364, 48356, 0, 2019-12-03 18:06:31, Group_1
672, 427608_1006, 6, 36, 1, 冥忆语, 刚刚, 25204, 35507, 0, 2019-12-02 12:17:15, Group_1
673, 372663_1006, 6, 32, 1, 阎羅王, 兄弟团, 19399, 24799, 0, 2019-11-28 17:59:18, Group_1
674, 414870_1006, 6, 28, 1, 毒辣丶, Hakuna, 12415, 13942, 0, 2019-11-27 21:06:49, Group_4
675, 430280_1006, 6, 17, 1, 镇定_小征, 冷眸, 5810, 5991, 0, 2019-11-26 16:31:12, Group_1
676, 430206_1006, 6, 37, 1, 恬淡X双子座, 高数, 29509, 43197, 0, 2019-12-03 18:39:43, Group_4
677, 136617_1006, 6, 24, 1, 氧气有毒, 0, 10705, 11731, 0, 2019-11-26 14:04:41, Group_2
678, 424804_1006, 6, 29, 1, 爽快的妹子, 不知火舞, 14266, 19482, 0, 2019-11-28 19:26:12, Group_2
679, 316677_1006, 6, 29, 1, 妖七, 04, 15885, 21369, 0, 2019-11-27 13:35:42, Group_2
680, 428635_1006, 6, 36, 1, 低调丨图图, 冠军?, 23558, 33413, 0, 2019-12-03 23:10:29, Group_1
681, 419302_1006, 6, 39, 2, 紧张灬总裁, 来吧！, 34596, 49451, 0, 2019-12-03 20:53:43, Group_3
682, 427528_1006, 6, 22, 1, 汉中王, 嘻嘻, 8816, 10007, 0, 2019-11-26 16:48:18, Group_1
683, 430121_1006, 6, 13, 1, 林野, 0, 4164, 4837, 0, 2019-11-26 11:58:00, 
684, 428731_1006, 6, 26, 1, 清新之, 嘻嘻, 11559, 13996, 0, 2019-11-27 08:29:17, Group_1
685, 426583_1006, 6, 24, 1, 逆天丶, 乐神, 12767, 14559, 0, 2019-11-26 21:08:52, Group_1
686, 430580_1006, 6, 28, 1, 灬弹幕党, 0, 14027, 17068, 0, 2019-11-27 20:49:21, Group_1
687, 430233_1006, 6, 31, 1, 忧郁丨草莓, 0, 10577, 12961, 0, 2019-12-03 21:26:03, Group_4
688, 429041_1006, 6, 38, 1, 清秀之猴子, 嘻嘻, 31133, 41185, 0, 2019-12-01 10:38:46, Group_1
689, 419861_1006, 6, 27, 1, 雪中悍刀行, 魔门, 11519, 13402, 0, 2019-11-27 11:49:17, Group_4
690, 410838_1006, 6, 23, 1, 暴躁_双鱼座, 5, 9061, 9261, 0, 2019-11-26 12:56:47, Group_4
691, 431040_1006, 6, 35, 1, 强硬的企鹅, 南风, 27152, 34252, 0, 2019-11-30 09:47:58, Group_2
692, 431011_1006, 6, 24, 1, 念灬冷锋, 冠军?, 12587, 14561, 0, 2019-11-26 20:55:49, Group_1
693, 424980_1006, 6, 30, 1, 亡者KYO, 千鹤乱舞, 14327, 18141, 0, 2019-11-28 11:28:32, Group_1
694, 424624_1006, 6, 25, 1, 无趣灬, 撕裂, 10866, 13099, 0, 2019-11-27 14:20:42, Group_3
695, 423914_1006, 6, 31, 1, 怪僻的运动员, 狂战魔焰, 11601, 13758, 0, 2019-12-03 00:11:20, Group_4
696, 429784_1006, 6, 24, 1, 娇羞X小妞, 鬼族, 7871, 9311, 0, 2019-11-27 07:05:32, Group_4
697, 425848_1006, 6, 41, 2, 2020暴富, 玉天宗, 39979, 51795, 0, 2019-12-03 19:49:08, Group_2
698, 428533_1006, 6, 36, 1, 狂热灬, 洗洗睡, 21673, 29643, 0, 2019-12-03 19:49:58, Group_2
699, 431015_1006, 6, 36, 1, 桑心丨女神, 黑夜降临, 20660, 29057, 0, 2019-12-03 19:25:15, Group_3
700, 383452_1006, 6, 34, 1, 犀利_瞎眼猴, 5, 20980, 29240, 0, 2019-11-30 22:02:28, Group_4
701, 427033_1006, 6, 41, 2, 超帅的霸霸, 魔门, 36864, 56750, 0, 2019-12-03 21:16:18, Group_4
702, 431152_1006, 6, 23, 1, 彪悍丨狮子座, 冷眸, 7192, 9011, 0, 2019-11-26 13:20:52, Group_1
703, 430512_1006, 6, 34, 1, 霸道的基友, 黑夜降临, 20919, 27355, 0, 2019-11-30 18:02:29, Group_3
704, 431018_1006, 6, 27, 1, 黑暗丨木瓜, *坤, 11382, 13212, 0, 2019-11-27 11:38:20, Group_4
705, 429911_1006, 6, 30, 1, 天然呆斯巴达, 八尺琼楼, 14631, 18982, 0, 2019-11-29 23:34:01, Group_3
706, 373248_1006, 6, 41, 2, 楓, 黑夜降临, 32714, 48775, 0, 2019-12-03 23:26:09, Group_3
707, 426226_1006, 6, 38, 1, 风騒的走位, 撕裂, 27903, 44053, 0, 2019-12-03 23:32:31, Group_3
708, 425803_1006, 6, 24, 1, 低调丶海盗, 八神魔, 9454, 10421, 0, 2019-11-26 14:22:33, Group_2
709, 410127_1006, 6, 24, 1, 戏柳, 04, 12713, 15845, 0, 2019-11-27 11:33:49, Group_2
710, 430690_1006, 6, 41, 2, 之御风者, 狼王兄弟军团, 41818, 60310, 0, 2019-12-03 23:37:25, Group_3
711, 429137_1006, 6, 36, 1, 你林哥, 来吧！, 23632, 36200, 0, 2019-12-03 14:00:55, Group_3
712, 365028_1006, 6, 38, 1, 矜持丨白风, 黑夜降临, 29515, 39547, 0, 2019-12-01 22:40:01, Group_3
713, 427027_1006, 6, 32, 1, 贪婪丶围观党, 白竹, 21302, 26557, 0, 2019-11-28 10:02:43, Group_3
714, 431446_1006, 6, 21, 1, 自觉强哥, 0, 6020, 5982, 0, 2019-11-26 14:41:46, Group_4
715, 428835_1006, 6, 29, 1, 高傲丨特工, 八神战队, 17124, 20579, 0, 2019-11-27 21:51:32, Group_2
716, 430562_1006, 6, 9, 1, 神气_风神, 0, 2224, 2210, 0, 2019-11-26 12:03:46, 
717, 430600_1006, 6, 42, 2, 凤舞, 名人堂, 41654, 54659, 0, 2019-12-03 23:34:16, Group_1
718, 428158_1006, 6, 14, 1, 玩玩而已, 0, 4018, 4200, 0, 2019-11-26 12:38:20, 
719, 419273_1006, 6, 34, 1, 愤怒红帽, 狂战魔焰, 20418, 25050, 0, 2019-12-03 11:26:17, Group_4
720, 431501_1006, 6, 32, 1, 拔尖丶牧师, 大蛇无双, 15189, 19536, 0, 2019-12-01 19:29:05, Group_2
721, 429422_1006, 6, 24, 1, 精悍的猴子, 0, 10670, 12535, 0, 2019-11-26 13:17:11, Group_1
722, 431586_1006, 6, 22, 1, 痛苦丶正太, 0, 6812, 7910, 0, 2019-11-27 19:14:27, Group_3
723, 431227_1006, 6, 21, 1, 暴躁丨达人, 黑夜降临, 8159, 8853, 0, 2019-11-26 16:53:35, Group_3
724, 432041_1006, 6, 6, 1, 暴力丨狼人, 0, 1112, 1112, 0, 2019-11-26 12:15:08, 
725, 431802_1006, 6, 17, 1, 长寿丶胖大白, 0, 4978, 5299, 0, 2019-11-26 12:43:23, 
726, 432070_1006, 6, 7, 1, 围观之大蛇, 0, 1235, 1235, 0, 2019-11-26 12:15:36, 
727, 432342_1006, 6, 18, 1, 优美的煎蛋, 0, 6099, 6059, 0, 2019-11-26 13:21:50, Group_4
728, 431232_1006, 6, 30, 1, 健壮丨小鬼, 快快乐乐, 11083, 13767, 0, 2019-12-02 14:02:25, Group_1
729, 32073_1006, 6, 33, 1, 阴暗之火丹, 0, 15812, 22867, 0, 2019-12-01 19:33:45, Group_2
730, 423616_1006, 6, 28, 1, 清新X主演, 鬼族, 13108, 17859, 0, 2019-11-27 22:06:11, Group_4
731, 432491_1006, 6, 36, 1, 皇上丶, 六芒星, 26728, 34277, 0, 2019-12-03 22:07:32, Group_3
732, 432214_1006, 6, 20, 1, 无趣丨菇凉, 狼王兄弟军团, 8550, 9070, 0, 2019-11-26 13:41:25, Group_3
733, 135861_1006, 6, 40, 2, 空虚_电猫, 不知火舞, 39323, 58357, 0, 2019-12-04 00:16:19, Group_2
734, 380608_1006, 6, 23, 1, 威武灬女汉子, 小乐乐, 8858, 9902, 0, 2019-11-26 13:55:37, Group_1
735, 426912_1006, 6, 34, 1, 青青草原, 水火不容, 20264, 27276, 0, 2019-12-02 13:22:32, Group_4
736, 421124_1006, 6, 41, 2, 無法無天, 撕裂, 42347, 66323, 0, 2019-12-03 20:59:55, Group_3
737, 430994_1006, 6, 31, 1, 低调灬, 八神魔, 10866, 14120, 0, 2019-11-30 09:16:49, Group_2
738, 432654_1006, 6, 6, 1, 微笑丶香蕉, 0, 1224, 1224, 0, 2019-11-26 12:37:35, 
739, 425968_1006, 6, 40, 2, 骄横丶大蛇, 鬼族, 37565, 54981, 0, 2019-12-03 13:26:19, Group_4
740, 433206_1006, 6, 12, 1, 调皮_欢子, 0, 4159, 4359, 0, 2019-11-26 14:40:29, 
741, 433096_1006, 6, 8, 1, 凌乱的蘑菇, 0, 1599, 1589, 0, 2019-11-26 12:41:54, 
742, 428311_1006, 6, 29, 1, 如鹿归林?, 1, 14726, 18055, 0, 2019-11-29 16:47:38, Group_4
743, 427933_1006, 6, 37, 1, 的绅士, RAT, 28429, 40411, 0, 2019-12-03 10:34:48, Group_1
